4PM	2-0-0	1/28/2018	4,500.00	753
4PM	8-0-6	1/29/2018	4,500.00	513
4PM	0-5-2	1/30/2018	4,500.00	263
4PM	9-8-6	1/31/2018	4,500.00	426
4PM	0-6-5	2/1/2018	4,500.00	435
4PM	5-2-0	2/2/2018	4,500.00	728
4PM	9-2-5	2/3/2018	4,500.00	1157
4PM	9-1-5	2/4/2018	4,500.00	599
4PM	9-2-5	2/5/2018	4,500.00	435
4PM	4-6-0	2/6/2018	4,500.00	299
4PM	0-3-7	2/7/2018	4,500.00	337
4PM	6-3-1	2/8/2018	4,500.00	929
4PM	2-0-2	2/9/2018	4,500.00	1013
4PM	9-3-7	2/10/2018	4,500.00	388
4PM	6-1-7	2/11/2018	4,500.00	942
4PM	3-2-3	2/12/2018	4,500.00	706
4PM	5-6-9	2/13/2018	4,500.00	302
4PM	2-3-1	2/14/2018	4,500.00	722
4PM	0-2-0	2/15/2018	4,500.00	778
4PM	1-2-0	2/16/2018	4,500.00	1147
4PM	1-3-5	2/17/2018	4,500.00	602
4PM	2-0-9	2/18/2018	4,500.00	304
4PM	8-2-8	2/19/2018	4,500.00	1069
4PM	3-2-8	2/20/2018	4,500.00	1086
4PM	1-1-1	2/21/2018	4,500.00	1029
4PM	4-5-3	2/22/2018	4,500.00	887
4PM	1-6-6	2/23/2018	4,500.00	391
4PM	4-0-4	2/24/2018	4,500.00	732
4PM	5-6-4	2/25/2018	4,500.00	423
4PM	2-4-2	2/26/2018	4,500.00	1046
4PM	3-3-0	2/27/2018	4,500.00	1154
4PM	4-0-5	2/28/2018	4,500.00	563
4PM	4-5-1	3/1/2018	4,500.00	779
4PM	0-5-3	3/2/2018	4,500.00	263
4PM	4-1-0	3/3/2018	4,500.00	709
4PM	5-7-7	3/4/2018	4,500.00	402
4PM	5-4-9	3/5/2018	4,500.00	558
4PM	1-2-0	3/6/2018	4,500.00	1054
4PM	9-9-0	3/7/2018	4,500.00	578
4PM	5-0-7	3/8/2018	4,500.00	590
4PM	9-6-5	3/9/2018	4,500.00	368
4PM	3-7-7	3/12/2018	4,500.00	341
4PM	8-5-1	3/11/2018	4,500.00	600
4PM	4-3-1	3/10/2018	4,500.00	604
4PM	9-6-9	3/13/2018	4,500.00	739
4PM	8-8-8	3/14/2018	4,500.00	1029
4PM	1-6-6	3/15/2018	4,500.00	472
4PM	0-6-7	3/16/2018	4,500.00	345
4PM	2-9-0	3/17/2018	4,500.00	223
4PM	2-7-9	3/18/2018	4,500.00	449
4PM	8-9-7	3/19/2018	4,500.00	846
4PM	4-3-1	3/20/2018	4,500.00	284
4PM	0-0-7	3/21/2018	4,500.00	363
4PM	6-0-4	3/22/2018	4,500.00	594
4PM	3-7-9	3/23/2018	4,500.00	334
4PM	1-7-8	3/24/2018	4,500.00	1015
4PM	2-5-2	3/25/2018	4,500.00	821
4PM	7-5-4	3/26/2018	4,500.00	349
4PM	5-6-1	3/27/2018	4,500.00	323
4PM	1-4-8	3/28/2018	4,500.00	986
4PM	0-1-7	4/2/2018	4,500.00	445
4PM	4-8-9	4/3/2018	4,500.00	196
4PM	3-4-7	4/4/2018	4,500.00	638
4PM	1-1-9	4/5/2018	4,500.00	892
4PM	5-4-2	4/6/2018	4,500.00	659
4PM	1-1-6	4/7/2018	4,500.00	1132
4PM	1-0-0	4/8/2018	4,500.00	1146
4PM	4-0-9	4/9/2018	4,500.00	1145
4PM	0-5-6	4/10/2018	4,500.00	369
4PM	9-3-6	4/11/2018	4,500.00	259
4PM	6-0-7	4/12/2018	4,500.00	330
4PM	6-2-4	4/13/2018	4,500.00	615
4PM	2-2-1	4/14/2018	4,500.00	853
4PM	6-2-5	4/15/2018	4,500.00	556
4PM	5-5-9	4/16/2018	4,500.00	282
4PM	9-1-7	4/17/2018	4,500.00	683
4PM	7-2-7	4/18/2018	4,500.00	617
4PM	6-0-6	4/19/2018	4,500.00	542
4PM	6-9-5	4/20/2018	4,500.00	184
4PM	4-6-9	4/21/2018	4,500.00	210
4PM	2-4-5	4/22/2018	4,500.00	577
4PM	5-2-7	4/23/2018	4,500.00	665
4PM	9-6-2	4/24/2018	4,500.00	225
4PM	3-7-1	4/25/2018	4,500.00	651
4PM	0-5-1	4/26/2018	4,500.00	261
4PM	7-4-3	4/27/2018	4,500.00	373
4PM	8-1-8	4/28/2018	4,500.00	919
4PM	8-3-7	4/29/2018	4,500.00	544
4PM	3-6-2	4/30/2018	4,500.00	815
4PM	6-9-4	5/1/2018	4,500.00	219
4PM	8-1-0	5/2/2018	4,500.00	484
4PM	8-7-4	5/3/2018	4,500.00	589
4PM	7-1-4	5/4/2018	4,500.00	1145
4PM	8-2-5	5/5/2018	4,500.00	881
4PM	2-8-9	5/6/2018	4,500.00	261
4PM	2-1-7	5/7/2018	4,500.00	1041
4PM	6-0-5	5/8/2018	4,500.00	450
